Sample No.,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,Key
1,0,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,1,3
3,0,0,0,0,0,0,0,0,0,0,0,1,7
4,0,0,0,0,0,0,0,0,0,0,0,1,8
5,0,0,0,0,0,0,0,0,0,0,0,1,17
6,0,0,0,0,0,0,0,0,0,0,0,1,22
7,0,0,0,0,0,0,0,0,0,0,0,1,24
8,0,0,0,0,0,0,0,0,0,0,1,0,2
9,0,0,0,0,0,0,0,0,0,0,1,0,12
10,0,0,0,0,0,0,0,0,0,0,1,0,15
11,0,0,0,0,0,0,0,0,0,0,1,0,16
12,0,0,0,0,0,0,0,0,0,0,1,0,18
13,0,0,0,0,0,0,0,0,0,0,1,0,23
14,0,0,0,0,0,0,0,0,0,1,0,0,3
15,0,0,0,0,0,0,0,0,0,1,0,0,15
16,0,0,0,0,0,0,0,0,0,1,0,0,22
17,0,0,0,0,0,0,0,0,0,1,0,1,8
18,0,0,0,0,0,0,0,0,1,0,0,0,9
19,0,0,0,0,0,0,0,0,1,0,0,0,14
20,0,0,0,0,0,0,0,0,1,0,0,0,16
21,0,0,0,0,0,0,0,0,1,0,0,0,18
22,0,0,0,0,0,0,0,0,1,0,0,0,19
23,0,0,0,0,0,0,0,0,1,0,0,0,23
24,0,0,0,0,0,0,0,0,1,0,0,1,21
25,0,0,0,0,0,0,0,0,1,0,1,0,13
26,0,0,0,0,0,0,0,0,1,0,1,0,15
27,0,0,0,0,0,0,0,0,1,0,1,0,23
28,0,0,0,0,0,0,0,0,1,1,0,0,3
29,0,0,0,0,0,0,0,0,1,1,1,1,3
30,0,0,0,0,0,0,0,1,0,0,0,0,1
31,0,0,0,0,0,0,0,1,0,0,0,0,8
32,0,0,0,0,0,0,0,1,0,0,0,0,9
33,0,0,0,0,0,0,0,1,0,0,0,0,13
34,0,0,0,0,0,0,0,1,0,0,0,0,20
35,0,0,0,0,0,0,0,1,0,0,1,0,15
36,0,0,0,0,0,0,0,1,0,0,1,0,20
37,0,0,0,0,0,0,0,1,1,0,0,0,13
38,0,0,0,0,0,0,1,0,0,0,0,0,3
39,0,0,0,0,0,0,1,0,0,0,0,0,7
40,0,0,0,0,0,0,1,0,0,0,0,0,19
41,0,0,0,0,0,0,1,0,0,0,0,1,5
42,0,0,0,0,0,0,1,0,0,0,0,1,7
43,0,0,0,0,0,0,1,0,0,0,1,0,5
44,0,0,0,0,0,0,1,0,0,0,1,0,7
45,0,0,0,0,0,0,1,0,0,0,1,1,7
46,0,0,0,0,0,0,1,0,0,1,0,0,3
47,0,0,0,0,0,0,1,0,0,1,0,1,5
48,0,0,0,0,0,0,1,0,0,1,0,1,17
49,0,0,0,0,0,0,1,0,1,0,0,0,16
50,0,0,0,0,0,0,1,0,1,0,0,1,5
51,0,0,0,0,0,0,1,1,0,0,1,1,24
52,0,0,0,0,0,0,1,1,0,1,0,0,3
53,0,0,0,0,0,0,1,1,0,1,0,1,3
54,0,0,0,0,0,0,1,1,0,1,0,1,17
55,0,0,0,0,0,0,1,1,1,1,0,0,22
56,0,0,0,0,0,1,0,0,0,0,0,0,6
57,0,0,0,0,0,1,0,0,0,0,0,0,15
58,0,0,0,0,0,1,0,0,0,0,0,0,18
59,0,0,0,0,0,1,0,0,0,0,1,0,16
60,0,0,0,0,0,1,0,0,0,1,0,0,15
61,0,0,0,0,0,1,0,0,1,0,1,0,18
62,0,0,0,0,0,1,0,1,0,0,0,0,13
63,0,0,0,0,0,1,0,1,1,0,1,0,18
64,0,0,0,0,0,1,1,0,0,0,0,0,23
65,0,0,0,0,0,1,1,0,0,1,0,0,23
66,0,0,0,0,0,1,1,1,1,0,0,0,13
67,0,0,0,0,0,1,1,1,1,0,0,0,22
68,0,0,0,0,1,0,0,0,0,0,0,0,5
69,0,0,0,0,1,0,0,0,0,0,0,0,14
70,0,0,0,0,1,0,0,0,0,0,0,0,17
71,0,0,0,0,1,0,0,0,0,0,0,1,5
72,0,0,0,0,1,0,0,0,0,0,0,1,17
73,0,0,0,0,1,0,0,0,0,0,0,1,19
74,0,0,0,0,1,0,0,0,0,0,0,1,22
75,0,0,0,0,1,0,0,0,0,0,0,1,24
76,0,0,0,0,1,0,0,0,0,1,0,0,3
77,0,0,0,0,1,0,0,0,0,1,0,0,5
78,0,0,0,0,1,0,0,0,0,1,0,0,15
79,0,0,0,0,1,0,0,0,0,1,0,0,16
80,0,0,0,0,1,0,0,0,0,1,0,0,19
81,0,0,0,0,1,0,0,0,0,1,0,0,22
82,0,0,0,0,1,0,0,0,0,1,0,1,5
83,0,0,0,0,1,0,0,0,0,1,0,1,17
84,0,0,0,0,1,0,0,0,0,1,0,1,24
85,0,0,0,0,1,0,0,0,0,1,1,0,16
86,0,0,0,0,1,0,0,0,1,0,0,1,5
87,0,0,0,0,1,0,0,0,1,0,0,1,7
88,0,0,0,0,1,0,0,0,1,0,0,1,10
89,0,0,0,0,1,0,0,0,1,0,0,1,12
90,0,0,0,0,1,0,0,0,1,0,0,1,19
91,0,0,0,0,1,0,0,0,1,0,0,1,22
92,0,0,0,0,1,0,0,0,1,0,0,1,24
93,0,0,0,0,1,0,0,0,1,1,0,1,5
94,0,0,0,0,1,0,0,0,1,1,0,1,10
95,0,0,0,0,1,0,0,0,1,1,0,1,19
96,0,0,0,0,1,0,0,1,0,0,0,0,13
97,0,0,0,0,1,0,0,1,0,0,0,0,17
98,0,0,0,0,1,0,0,1,0,0,0,1,1
99,0,0,0,0,1,0,0,1,0,0,0,1,3
100,0,0,0,0,1,0,0,1,0,0,0,1,8
101,0,0,0,0,1,0,0,1,0,0,0,1,17
102,0,0,0,0,1,0,0,1,0,0,0,1,22
103,0,0,0,0,1,0,0,1,0,0,0,1,24
104,0,0,0,0,1,0,0,1,0,1,0,0,15
105,0,0,0,0,1,0,0,1,0,1,0,0,17
106,0,0,0,0,1,0,0,1,0,1,0,0,22
107,0,0,0,0,1,0,0,1,0,1,0,1,1
108,0,0,0,0,1,0,0,1,0,1,0,1,8
109,0,0,0,0,1,0,0,1,0,1,0,1,17
110,0,0,0,0,1,0,0,1,0,1,0,1,22
111,0,0,0,0,1,0,0,1,1,0,0,1,24
112,0,0,0,0,1,0,1,0,0,0,0,0,5
113,0,0,0,0,1,0,1,0,0,0,0,0,19
114,0,0,0,0,1,0,1,0,0,0,0,1,5
115,0,0,0,0,1,0,1,0,0,0,1,0,24
116,0,0,0,0,1,0,1,0,0,1,0,0,22
117,0,0,0,0,1,0,1,0,0,1,0,1,5
118,0,0,0,0,1,0,1,0,0,1,1,0,24
119,0,0,0,0,1,0,1,0,1,0,0,1,5
120,0,0,0,0,1,0,1,0,1,0,0,1,10
121,0,0,0,0,1,0,1,0,1,0,0,1,17
122,0,0,0,0,1,0,1,0,1,0,0,1,19
123,0,0,0,0,1,0,1,0,1,0,0,1,21
124,0,0,0,0,1,0,1,0,1,0,1,1,7
125,0,0,0,0,1,0,1,0,1,1,0,0,10
126,0,0,0,0,1,0,1,0,1,1,0,0,19
127,0,0,0,0,1,0,1,0,1,1,0,1,1
128,0,0,0,0,1,0,1,0,1,1,0,1,5
129,0,0,0,0,1,0,1,0,1,1,0,1,10
130,0,0,0,0,1,0,1,0,1,1,0,1,19
131,0,0,0,0,1,0,1,1,0,0,0,1,3
132,0,0,0,0,1,0,1,1,0,0,0,1,8
133,0,0,0,0,1,0,1,1,0,0,0,1,17
134,0,0,0,0,1,0,1,1,0,0,0,1,24
135,0,0,0,0,1,0,1,1,0,1,0,0,20
136,0,0,0,0,1,0,1,1,0,1,0,1,3
137,0,0,0,0,1,0,1,1,0,1,0,1,8
138,0,0,0,0,1,0,1,1,0,1,0,1,17
139,0,0,0,0,1,0,1,1,0,1,0,1,24
140,0,0,0,0,1,0,1,1,1,0,0,0,19
141,0,0,0,0,1,1,0,0,0,0,0,0,15
142,0,0,0,0,1,1,0,0,0,0,0,1,22
143,0,0,0,0,1,1,0,0,0,1,0,0,15
144,0,0,0,0,1,1,0,0,1,1,0,1,19
145,0,0,0,0,1,1,0,1,0,0,1,0,15
146,0,0,0,0,1,1,0,1,0,1,0,1,1
147,0,0,0,0,1,1,1,0,1,1,0,1,19
148,0,0,0,0,1,1,1,1,0,1,1,1,1
149,0,0,0,1,0,0,0,0,0,0,0,0,4
150,0,0,0,1,0,0,0,0,0,0,0,0,5
151,0,0,0,1,0,0,0,0,0,0,0,0,16
152,0,0,0,1,0,0,0,0,0,0,0,0,18
153,0,0,0,1,0,0,0,0,0,0,1,0,16
154,0,0,0,1,0,0,0,0,1,0,0,0,5
155,0,0,0,1,0,0,0,0,1,0,0,0,16
156,0,0,0,1,0,0,0,0,1,0,0,0,21
157,0,0,0,1,0,0,0,0,1,0,0,1,7
158,0,0,0,1,0,0,0,0,1,0,0,1,21
159,0,0,0,1,0,0,0,0,1,0,1,0,7
160,0,0,0,1,0,0,0,0,1,0,1,0,16
161,0,0,0,1,0,0,0,0,1,0,1,1,21
162,0,0,0,1,0,0,0,0,1,1,0,1,16
163,0,0,0,1,0,0,0,1,0,0,1,0,4
164,0,0,0,1,0,0,0,1,0,0,1,0,9
165,0,0,0,1,0,0,0,1,0,0,1,0,18
166,0,0,0,1,0,0,0,1,0,0,1,0,20
167,0,0,0,1,0,0,0,1,1,0,1,0,9
168,0,0,0,1,0,0,0,1,1,0,1,1,21
169,0,0,0,1,0,0,1,0,0,0,0,0,16
170,0,0,0,1,0,0,1,0,0,0,0,0,21
171,0,0,0,1,0,0,1,0,0,0,0,1,5
172,0,0,0,1,0,0,1,0,0,0,0,1,7
173,0,0,0,1,0,0,1,0,0,0,0,1,12
174,0,0,0,1,0,0,1,0,0,0,0,1,19
175,0,0,0,1,0,0,1,0,0,0,0,1,24
176,0,0,0,1,0,0,1,0,0,0,1,0,7
177,0,0,0,1,0,0,1,0,0,0,1,0,12
178,0,0,0,1,0,0,1,0,0,0,1,0,16
179,0,0,0,1,0,0,1,0,0,0,1,1,7
180,0,0,0,1,0,0,1,0,0,0,1,1,12
181,0,0,0,1,0,0,1,0,0,0,1,1,16
182,0,0,0,1,0,0,1,0,0,1,0,1,3
183,0,0,0,1,0,0,1,0,0,1,0,1,7
184,0,0,0,1,0,0,1,0,0,1,0,1,12
185,0,0,0,1,0,0,1,0,1,0,0,1,7
186,0,0,0,1,0,0,1,0,1,0,0,1,12
187,0,0,0,1,0,0,1,0,1,0,0,1,21
188,0,0,0,1,0,0,1,0,1,0,1,0,12
189,0,0,0,1,0,0,1,0,1,0,1,0,16
190,0,0,0,1,0,0,1,0,1,0,1,1,7
191,0,0,0,1,0,0,1,0,1,0,1,1,12
192,0,0,0,1,0,0,1,0,1,0,1,1,16
193,0,0,0,1,0,0,1,0,1,0,1,1,21
194,0,0,0,1,0,0,1,0,1,1,0,1,5
195,0,0,0,1,0,0,1,1,0,0,0,0,13
196,0,0,0,1,0,0,1,1,0,1,0,1,24
197,0,0,0,1,0,0,1,1,1,0,1,1,21
198,0,0,0,1,0,1,0,0,0,0,1,0,18
199,0,0,0,1,0,1,0,0,1,0,0,0,18
200,0,0,0,1,0,1,0,0,1,0,1,0,9
201,0,0,0,1,0,1,0,0,1,0,1,0,23
202,0,0,0,1,0,1,0,1,0,0,1,0,4
203,0,0,0,1,0,1,0,1,0,0,1,0,11
204,0,0,0,1,0,1,0,1,0,1,1,0,11
205,0,0,0,1,0,1,0,1,1,0,0,0,20
206,0,0,0,1,0,1,0,1,1,0,1,0,9
207,0,0,0,1,0,1,0,1,1,0,1,0,18
208,0,0,0,1,0,1,0,1,1,0,1,1,4
209,0,0,0,1,0,1,1,0,0,0,1,0,16
210,0,0,0,1,0,1,1,0,0,0,1,1,7
211,0,0,0,1,0,1,1,0,0,0,1,1,16
212,0,0,0,1,0,1,1,0,1,0,0,1,7
213,0,0,0,1,0,1,1,0,1,0,1,0,16
214,0,0,0,1,0,1,1,0,1,0,1,0,21
215,0,0,0,1,0,1,1,0,1,0,1,1,7
216,0,0,0,1,1,0,0,0,0,1,0,0,5
217,0,0,0,1,1,0,0,0,0,1,1,1,19
218,0,0,0,1,1,0,0,0,1,0,0,1,19
219,0,0,0,1,1,0,0,0,1,1,0,1,5
220,0,0,0,1,1,0,0,1,0,0,1,0,6
221,0,0,0,1,1,0,1,0,0,0,0,1,5
222,0,0,0,1,1,0,1,0,0,0,0,1,14
223,0,0,0,1,1,0,1,0,0,0,1,0,5
224,0,0,0,1,1,0,1,0,0,0,1,0,12
225,0,0,0,1,1,0,1,0,0,1,0,1,5
226,0,0,0,1,1,0,1,0,0,1,0,1,14
227,0,0,0,1,1,0,1,0,0,1,0,1,24
228,0,0,0,1,1,0,1,0,0,1,1,1,19
229,0,0,0,1,1,0,1,0,1,0,0,0,5
230,0,0,0,1,1,0,1,0,1,0,0,1,5
231,0,0,0,1,1,0,1,0,1,0,0,1,12
232,0,0,0,1,1,0,1,0,1,0,0,1,14
233,0,0,0,1,1,0,1,0,1,0,0,1,19
234,0,0,0,1,1,0,1,0,1,0,0,1,21
235,0,0,0,1,1,0,1,0,1,0,1,0,21
236,0,0,0,1,1,0,1,0,1,1,0,1,5
237,0,0,0,1,1,0,1,0,1,1,0,1,12
238,0,0,0,1,1,0,1,0,1,1,0,1,14
239,0,0,0,1,1,0,1,1,0,0,0,1,17
240,0,0,0,1,1,0,1,1,0,0,1,1,17
241,0,0,0,1,1,0,1,1,0,1,0,0,17
242,0,0,0,1,1,0,1,1,0,1,0,1,8
243,0,0,0,1,1,0,1,1,0,1,0,1,17
244,0,0,0,1,1,1,1,0,0,0,0,0,20
245,0,0,0,1,1,1,1,0,1,0,1,1,12
246,0,0,1,0,0,0,0,0,0,0,0,0,3
247,0,0,1,0,0,0,0,0,0,0,0,0,15
248,0,0,1,0,0,0,0,0,0,0,0,0,24
249,0,0,1,0,0,0,0,0,0,0,0,1,24
250,0,0,1,0,0,0,0,0,0,0,1,0,15
251,0,0,1,0,0,0,0,0,0,1,0,0,3
252,0,0,1,0,0,0,0,0,0,1,0,0,15
253,0,0,1,0,0,0,0,0,0,1,0,0,17
254,0,0,1,0,0,0,0,0,0,1,1,0,15
255,0,0,1,0,0,0,0,0,1,0,1,0,16
256,0,0,1,0,0,0,0,1,0,0,0,0,8
257,0,0,1,0,0,0,0,1,0,0,0,0,15
258,0,0,1,0,0,0,0,1,0,0,0,1,1
259,0,0,1,0,0,0,0,1,0,0,0,1,3
260,0,0,1,0,0,0,0,1,0,0,0,1,8
261,0,0,1,0,0,0,0,1,0,0,0,1,22
262,0,0,1,0,0,0,0,1,0,0,0,1,24
263,0,0,1,0,0,0,0,1,0,0,1,0,6
264,0,0,1,0,0,0,0,1,0,0,1,0,15
265,0,0,1,0,0,0,0,1,0,0,1,0,20
266,0,0,1,0,0,0,0,1,0,0,1,1,8
267,0,0,1,0,0,0,0,1,0,0,1,1,15
268,0,0,1,0,0,0,0,1,0,1,0,1,3
269,0,0,1,0,0,0,0,1,0,1,0,1,8
270,0,0,1,0,0,0,0,1,0,1,0,1,22
271,0,0,1,0,0,0,0,1,0,1,0,1,24
272,0,0,1,0,0,0,0,1,0,1,1,0,6
273,0,0,1,0,0,0,0,1,0,1,1,0,15
274,0,0,1,0,0,0,0,1,0,1,1,0,20
275,0,0,1,0,0,0,0,1,1,0,0,1,13
276,0,0,1,0,0,0,0,1,1,0,1,1,13
277,0,0,1,0,0,0,1,0,0,0,0,0,3
278,0,0,1,0,0,0,1,0,0,0,0,1,7
279,0,0,1,0,0,0,1,0,0,0,0,1,10
280,0,0,1,0,0,0,1,0,0,0,0,1,19
281,0,0,1,0,0,0,1,0,0,0,0,1,24
282,0,0,1,0,0,0,1,0,0,1,0,0,3
283,0,0,1,0,0,0,1,0,0,1,0,0,10
284,0,0,1,0,0,0,1,0,0,1,0,0,15
285,0,0,1,0,0,0,1,0,0,1,0,0,17
286,0,0,1,0,0,0,1,0,0,1,0,0,19
287,0,0,1,0,0,0,1,0,0,1,0,0,22
288,0,0,1,0,0,0,1,0,0,1,0,0,24
289,0,0,1,0,0,0,1,0,0,1,0,1,3
290,0,0,1,0,0,0,1,0,0,1,0,1,8
291,0,0,1,0,0,0,1,0,0,1,0,1,19
292,0,0,1,0,0,0,1,0,0,1,0,1,24
293,0,0,1,0,0,0,1,0,0,1,1,0,3
294,0,0,1,0,0,0,1,0,0,1,1,1,3
295,0,0,1,0,0,0,1,0,1,0,0,1,19
296,0,0,1,0,0,0,1,0,1,0,0,1,24
297,0,0,1,0,0,0,1,0,1,1,0,0,3
298,0,0,1,0,0,0,1,0,1,1,0,0,19
299,0,0,1,0,0,0,1,0,1,1,0,1,19
300,0,0,1,0,0,0,1,0,1,1,0,1,24
301,0,0,1,0,0,0,1,1,0,0,1,0,20
302,0,0,1,0,0,0,1,1,0,1,0,0,3
303,0,0,1,0,0,0,1,1,0,1,0,0,8
304,0,0,1,0,0,0,1,1,0,1,0,1,3
305,0,0,1,0,0,0,1,1,0,1,0,1,8
306,0,0,1,0,0,0,1,1,0,1,0,1,17
307,0,0,1,0,0,0,1,1,0,1,0,1,22
308,0,0,1,0,0,0,1,1,0,1,0,1,24
309,0,0,1,0,0,0,1,1,0,1,1,0,20
310,0,0,1,0,0,0,1,1,1,1,0,0,3
311,0,0,1,0,0,1,0,0,0,0,1,0,1
312,0,0,1,0,0,1,0,0,0,0,1,0,6
313,0,0,1,0,0,1,0,0,0,0,1,0,9
314,0,0,1,0,0,1,0,0,0,0,1,0,15
315,0,0,1,0,0,1,0,0,0,1,0,0,1
316,0,0,1,0,0,1,0,0,0,1,0,0,6
317,0,0,1,0,0,1,0,0,0,1,0,0,15
318,0,0,1,0,0,1,0,0,0,1,0,0,22
319,0,0,1,0,0,1,0,0,0,1,0,1,19
320,0,0,1,0,0,1,0,0,0,1,1,0,15
321,0,0,1,0,0,1,0,0,1,0,1,0,9
322,0,0,1,0,0,1,0,0,1,0,1,0,18
323,0,0,1,0,0,1,0,0,1,1,0,0,15
324,0,0,1,0,0,1,0,0,1,1,0,1,15
325,0,0,1,0,0,1,0,1,0,0,0,1,1
326,0,0,1,0,0,1,0,1,0,0,0,1,15
327,0,0,1,0,0,1,0,1,0,0,0,1,17
328,0,0,1,0,0,1,0,1,0,0,1,0,6
329,0,0,1,0,0,1,0,1,0,0,1,0,15
330,0,0,1,0,0,1,0,1,0,0,1,1,20
331,0,0,1,0,0,1,0,1,0,1,0,0,6
332,0,0,1,0,0,1,0,1,0,1,0,0,15
333,0,0,1,0,0,1,0,1,0,1,0,1,17
334,0,0,1,0,0,1,0,1,0,1,1,0,6
335,0,0,1,0,0,1,0,1,0,1,1,0,15
336,0,0,1,0,0,1,0,1,0,1,1,0,20
337,0,0,1,0,0,1,0,1,1,1,0,0,15
338,0,0,1,0,0,1,1,0,0,0,0,1,19
339,0,0,1,0,0,1,1,0,0,1,0,0,6
340,0,0,1,0,0,1,1,0,0,1,0,0,22
341,0,0,1,0,0,1,1,0,0,1,0,1,19
342,0,0,1,0,0,1,1,0,1,1,0,1,24
343,0,0,1,0,1,0,0,0,0,0,0,0,3
344,0,0,1,0,1,0,0,0,0,0,0,0,17
345,0,0,1,0,1,0,0,0,0,0,0,1,17
346,0,0,1,0,1,0,0,0,0,0,0,1,24
347,0,0,1,0,1,0,0,0,0,0,1,0,15
348,0,0,1,0,1,0,0,0,0,1,0,0,15
349,0,0,1,0,1,0,0,0,0,1,0,0,17
350,0,0,1,0,1,0,0,0,0,1,0,0,22
351,0,0,1,0,1,0,0,0,0,1,0,1,3
352,0,0,1,0,1,0,0,0,0,1,0,1,17
353,0,0,1,0,1,0,0,0,0,1,0,1,22
354,0,0,1,0,1,0,0,0,0,1,0,1,24
355,0,0,1,0,1,0,0,0,0,1,1,0,15
356,0,0,1,0,1,0,0,0,0,1,1,1,17
357,0,0,1,0,1,0,0,0,1,0,0,1,10
358,0,0,1,0,1,0,0,0,1,0,0,1,19
359,0,0,1,0,1,0,0,0,1,0,0,1,24
360,0,0,1,0,1,0,0,0,1,1,0,1,24
361,0,0,1,0,1,0,0,0,1,1,1,1,24
362,0,0,1,0,1,0,0,1,0,0,0,0,3
363,0,0,1,0,1,0,0,1,0,0,0,1,3
364,0,0,1,0,1,0,0,1,0,0,0,1,8
365,0,0,1,0,1,0,0,1,0,0,0,1,17
366,0,0,1,0,1,0,0,1,0,0,0,1,24
367,0,0,1,0,1,0,0,1,0,0,1,0,15
368,0,0,1,0,1,0,0,1,0,0,1,1,8
369,0,0,1,0,1,0,0,1,0,0,1,1,15
370,0,0,1,0,1,0,0,1,0,1,0,0,17
371,0,0,1,0,1,0,0,1,0,1,0,1,1
372,0,0,1,0,1,0,0,1,0,1,0,1,8
373,0,0,1,0,1,0,0,1,0,1,0,1,17
374,0,0,1,0,1,0,0,1,0,1,0,1,22
375,0,0,1,0,1,0,0,1,0,1,1,1,3
376,0,0,1,0,1,0,0,1,0,1,1,1,15
377,0,0,1,0,1,0,0,1,0,1,1,1,17
378,0,0,1,0,1,0,0,1,1,0,0,1,17
379,0,0,1,0,1,0,0,1,1,1,0,1,3
380,0,0,1,0,1,0,0,1,1,1,0,1,22
381,0,0,1,0,1,0,1,0,0,0,0,0,20
382,0,0,1,0,1,0,1,0,0,0,0,1,17
383,0,0,1,0,1,0,1,0,0,0,0,1,24
384,0,0,1,0,1,0,1,0,0,1,0,0,3
385,0,0,1,0,1,0,1,0,0,1,0,0,5
386,0,0,1,0,1,0,1,0,0,1,0,0,8
387,0,0,1,0,1,0,1,0,0,1,0,0,10
388,0,0,1,0,1,0,1,0,0,1,0,0,17
389,0,0,1,0,1,0,1,0,0,1,0,0,19
390,0,0,1,0,1,0,1,0,0,1,0,0,24
391,0,0,1,0,1,0,1,0,0,1,0,1,3
392,0,0,1,0,1,0,1,0,0,1,0,1,7
393,0,0,1,0,1,0,1,0,0,1,0,1,8
394,0,0,1,0,1,0,1,0,0,1,0,1,17
395,0,0,1,0,1,0,1,0,0,1,0,1,24
396,0,0,1,0,1,0,1,0,0,1,1,0,19
397,0,0,1,0,1,0,1,0,0,1,1,1,19
398,0,0,1,0,1,0,1,0,1,0,0,0,19
399,0,0,1,0,1,0,1,0,1,0,0,1,2
400,0,0,1,0,1,0,1,0,1,0,0,1,19
401,0,0,1,0,1,0,1,0,1,1,0,0,10
402,0,0,1,0,1,0,1,0,1,1,0,0,19
403,0,0,1,0,1,0,1,0,1,1,0,1,5
404,0,0,1,0,1,0,1,0,1,1,0,1,10
405,0,0,1,0,1,0,1,0,1,1,0,1,19
406,0,0,1,0,1,0,1,0,1,1,0,1,24
407,0,0,1,0,1,0,1,1,0,0,0,0,3
408,0,0,1,0,1,0,1,1,0,0,0,1,3
409,0,0,1,0,1,0,1,1,0,0,0,1,8
410,0,0,1,0,1,0,1,1,0,0,0,1,17
411,0,0,1,0,1,0,1,1,0,0,0,1,19
412,0,0,1,0,1,0,1,1,0,0,0,1,22
413,0,0,1,0,1,0,1,1,0,0,0,1,24
414,0,0,1,0,1,0,1,1,0,1,0,0,3
415,0,0,1,0,1,0,1,1,0,1,0,0,17
416,0,0,1,0,1,0,1,1,0,1,0,0,20
417,0,0,1,0,1,0,1,1,0,1,0,1,3
418,0,0,1,0,1,0,1,1,0,1,0,1,8
419,0,0,1,0,1,0,1,1,0,1,0,1,10
420,0,0,1,0,1,0,1,1,0,1,0,1,17
421,0,0,1,0,1,0,1,1,0,1,0,1,22
422,0,0,1,0,1,0,1,1,0,1,0,1,24
423,0,0,1,0,1,0,1,1,1,0,0,1,24
424,0,0,1,0,1,0,1,1,1,1,0,1,17
425,0,0,1,0,1,0,1,1,1,1,0,1,24
426,0,0,1,0,1,1,0,0,0,0,0,0,15
427,0,0,1,0,1,1,0,0,0,0,1,0,15
428,0,0,1,0,1,1,0,0,0,0,1,0,16
429,0,0,1,0,1,1,0,0,0,0,1,1,16
430,0,0,1,0,1,1,0,0,0,1,0,0,1
431,0,0,1,0,1,1,0,0,0,1,0,0,6
432,0,0,1,0,1,1,0,0,0,1,0,0,15
433,0,0,1,0,1,1,0,0,0,1,0,0,22
434,0,0,1,0,1,1,0,0,0,1,0,1,19
435,0,0,1,0,1,1,0,0,0,1,1,0,15
436,0,0,1,0,1,1,0,0,0,1,1,0,22
437,0,0,1,0,1,1,0,0,1,0,1,1,2
438,0,0,1,0,1,1,0,0,1,1,0,1,15
439,0,0,1,0,1,1,0,0,1,1,0,1,22
440,0,0,1,0,1,1,0,1,0,0,0,0,1
441,0,0,1,0,1,1,0,1,0,0,0,0,15
442,0,0,1,0,1,1,0,1,0,0,0,1,1
443,0,0,1,0,1,1,0,1,0,0,1,0,15
444,0,0,1,0,1,1,0,1,0,1,0,0,1
445,0,0,1,0,1,1,0,1,0,1,0,0,15
446,0,0,1,0,1,1,0,1,0,1,0,0,22
447,0,0,1,0,1,1,0,1,0,1,0,1,1
448,0,0,1,0,1,1,0,1,0,1,0,1,15
449,0,0,1,0,1,1,0,1,0,1,0,1,22
450,0,0,1,0,1,1,0,1,0,1,1,0,6
451,0,0,1,0,1,1,0,1,0,1,1,0,15
452,0,0,1,0,1,1,0,1,1,1,0,1,15
453,0,0,1,0,1,1,0,1,1,1,0,1,22
454,0,0,1,0,1,1,1,0,0,0,0,1,16
455,0,0,1,0,1,1,1,0,0,0,1,0,16
456,0,0,1,0,1,1,1,1,0,1,0,1,8
457,0,0,1,0,1,1,1,1,0,1,0,1,15
458,0,0,1,0,1,1,1,1,0,1,0,1,22
459,0,0,1,0,1,1,1,1,0,1,1,0,20
460,0,0,1,0,1,1,1,1,1,1,0,1,24
461,0,0,1,1,0,0,0,1,0,0,0,1,15
462,0,0,1,1,0,0,0,1,0,0,1,0,20
463,0,0,1,1,0,0,0,1,0,1,1,0,20
464,0,0,1,1,0,0,1,0,0,1,0,1,19
465,0,0,1,1,0,0,1,0,1,1,0,1,19
466,0,0,1,1,0,0,1,1,0,1,0,1,17
467,0,0,1,1,0,0,1,1,0,1,1,0,20
468,0,0,1,1,0,1,0,0,0,0,1,0,16
469,0,0,1,1,0,1,0,0,0,1,1,0,11
470,0,0,1,1,0,1,0,1,0,0,0,1,13
471,0,0,1,1,0,1,0,1,0,0,0,1,20
472,0,0,1,1,0,1,0,1,0,0,1,0,4
473,0,0,1,1,0,1,0,1,0,0,1,0,11
474,0,0,1,1,0,1,0,1,0,0,1,0,18
475,0,0,1,1,0,1,0,1,0,1,0,0,11
476,0,0,1,1,0,1,0,1,0,1,0,1,15
477,0,0,1,1,0,1,0,1,0,1,1,0,13
478,0,0,1,1,0,1,0,1,0,1,1,0,15
479,0,0,1,1,0,1,0,1,1,0,1,0,13
480,0,0,1,1,0,1,0,1,1,0,1,0,18
481,0,0,1,1,0,1,1,0,1,0,1,0,16
482,0,0,1,1,0,1,1,1,0,0,0,0,13
483,0,0,1,1,0,1,1,1,0,1,1,0,20
484,0,0,1,1,1,0,0,0,1,0,0,1,16
485,0,0,1,1,1,0,0,0,1,0,1,0,16
486,0,0,1,1,1,0,1,0,0,0,0,1,16
487,0,0,1,1,1,0,1,0,0,0,1,0,16
488,0,0,1,1,1,0,1,0,1,0,0,1,2
489,0,0,1,1,1,0,1,0,1,0,1,0,16
490,0,0,1,1,1,0,1,1,0,0,0,1,8
491,0,0,1,1,1,0,1,1,0,0,0,1,17
492,0,0,1,1,1,0,1,1,0,1,0,1,3
493,0,0,1,1,1,0,1,1,0,1,0,1,17
494,0,0,1,1,1,0,1,1,0,1,1,0,14
495,0,0,1,1,1,0,1,1,1,0,0,1,17
496,0,0,1,1,1,0,1,1,1,1,0,1,17
497,0,0,1,1,1,1,0,0,0,0,1,0,16
498,0,0,1,1,1,1,0,0,1,0,0,0,2
